"Le Nacion"	"United States of America"	"1081"
"Le Nacion"	"Vatican"	"536"
"Le Nacion"	"Venezuela"	"355"
"Le Nacion"	"France"	"267"
"Le Nacion"	"Spain"	"267"
"Le Nacion"	"Ukraine"	"233"
"Le Nacion"	"Brazil"	"228"
"Le Nacion"	"Israel"	"216"
"Le Nacion"	"Cuba"	"194"
"Le Nacion"	"United Kingdom"	"184"
"Le Nacion"	"Chile"	"177"
"Le Nacion"	"Argentina"	"169"
"Le Nacion"	"China"	"161"
"Le Nacion"	"Mexico"	"137"
"Le Nacion"	"Uruguay"	"127"
"Le Nacion"	"Iraq"	"105"
"Le Nacion"	"Greece"	"104"
"Le Nacion"	"Bolivia"	"103"
"Le Nacion"	"Syria"	"94"
"Le Nacion"	"Colombia"	"93"
"Le Nacion"	"Germany"	"85"
"Le Nacion"	"Italy"	"84"
"Le Nacion"	"Iran"	"83"
"Le Nacion"	"Nigeria"	"78"
"Le Nacion"	"Turkey"	"55"
"Le Nacion"	"South Korea"	"49"
"Le Nacion"	"North Korea"	"47"
"Le Nacion"	"Nepal"	"45"
"Le Nacion"	"Egypt"	"41"
"Le Nacion"	"Hong Kong"	"33"
"Le Nacion"	"Australia"	"30"
"Le Nacion"	"India"	"26"
"Le Nacion"	"Malaysia"	"25"
"Le Nacion"	"Afghanistan"	"21"
"Le Nacion"	"Seychelles"	"20"
"Le Nacion"	"Yemen"	"20"
"Le Nacion"	"Jordan"	"20"
"Le Nacion"	"Libya"	"19"
"Le Nacion"	"Tunisia"	"19"
"Le Nacion"	"Belgium"	"18"
"Le Nacion"	"Philippines"	"17"
"Le Nacion"	"Indonesia"	"15"
"Le Nacion"	"Canada"	"15"
"Le Nacion"	"Saudi Arabia"	"14"
"Le Nacion"	"Switzerland"	"14"
"Le Nacion"	"Denmark"	"12"
"Le Nacion"	"Sweden"	"12"
"Le Nacion"	"Japan"	"11"
"Le Nacion"	"Liberia"	"11"
"Le Nacion"	"Armenia"	"9"
"Le Nacion"	"Guinea"	"9"
"Le Nacion"	"Panama"	"9"
"Le Nacion"	"Sierra Leone"	"9"
"Le Nacion"	"South Africa"	"9"
"Le Nacion"	"Kenya"	"9"
"Le Nacion"	"Sri Lanka"	"8"
"Le Nacion"	"Costa Rica"	"8"
"Le Nacion"	"Taiwan"	"8"
"Le Nacion"	"Ireland"	"8"
"Le Nacion"	"Honduras"	"8"
"Le Nacion"	"Paraguay"	"8"
"Le Nacion"	"Thailand"	"7"
"Le Nacion"	"Guatemala"	"6"
"Le Nacion"	"Kuwait"	"6"
"Le Nacion"	"El Salvador"	"6"
"Le Nacion"	"Albania"	"6"
"Le Nacion"	"Norway"	"5"
"Le Nacion"	"Grenada"	"5"
"Le Nacion"	"Georgia"	"5"
"Le Nacion"	"Monaco"	"5"
"Le Nacion"	"Poland"	"5"
"Le Nacion"	"Algeria"	"4"
"Le Nacion"	"Haiti"	"4"
"Le Nacion"	"Burkina Faso"	"4"
"Le Nacion"	"Niger"	"4"
"Le Nacion"	"Burundi"	"4"
"Le Nacion"	"Peru"	"4"
"Le Nacion"	"Pakistan"	"4"
"Le Nacion"	"Iceland"	"4"
"Le Nacion"	"Austria"	"4"
"Le Nacion"	"Bulgaria"	"3"
"Le Nacion"	"Ghana"	"3"
"Le Nacion"	"Morocco"	"3"
"Le Nacion"	"Nicaragua"	"3"
"Le Nacion"	"Portugal"	"3"
"Le Nacion"	"Belarus"	"3"
"Le Nacion"	"Somalia"	"3"
"Le Nacion"	"Vietnam"	"3"
"Le Nacion"	"Rwanda"	"2"
"Le Nacion"	"Lebanon"	"2"
"Le Nacion"	"Congo"	"2"
"Le Nacion"	"Andorra"	"2"
"Le Nacion"	"Singapore"	"2"
"Le Nacion"	"Hungary"	"2"
"Le Nacion"	"Ethiopia"	"2"
"Le Nacion"	"Vanuatu"	"1"
"Le Nacion"	"Cyprus"	"1"
"Le Nacion"	"Djibouti"	"1"
"Le Nacion"	"Bangladesh"	"1"
"Le Nacion"	"Papua New Guinea"	"1"
"Le Nacion"	"Myanmar"	"1"
"Le Nacion"	"Marshall Islands"	"1"
"Le Nacion"	"Finland"	"1"
"Le Nacion"	"Cameroon"	"1"
"Le Nacion"	"Qatar"	"1"
"Le Nacion"	"Dominican Republic"	"1"
"Le Nacion"	"Serbia"	"1"
"Le Nacion"	"Cambodia"	"1"
"Le Nacion"	"Malta"	"1"
"Le Nacion"	"Sudan"	"1"
"Le Nacion"	"Equatorial Guinea"	"1"
"Le Nacion"	"Latvia"	"1"
"Le Nacion"	"Czech Republic"	"1"
"Le Nacion"	"Jamaica"	"1"
