"Chronicle"	"United States of America"	"170"
"Chronicle"	"Nigeria"	"134"
"Chronicle"	"South Africa"	"134"
"Chronicle"	"Ukraine"	"64"
"Chronicle"	"United Kingdom"	"64"
"Chronicle"	"Kenya"	"62"
"Chronicle"	"Israel"	"62"
"Chronicle"	"Syria"	"61"
"Chronicle"	"Libya"	"55"
"Chronicle"	"India"	"54"
"Chronicle"	"Iraq"	"49"
"Chronicle"	"Sudan"	"46"
"Chronicle"	"China"	"45"
"Chronicle"	"Vatican"	"44"
"Chronicle"	"Burundi"	"44"
"Chronicle"	"Egypt"	"43"
"Chronicle"	"Zambia"	"32"
"Chronicle"	"France"	"32"
"Chronicle"	"Sierra Leone"	"28"
"Chronicle"	"Pakistan"	"28"
"Chronicle"	"Somalia"	"25"
"Chronicle"	"Malaysia"	"25"
"Chronicle"	"Malawi"	"25"
"Chronicle"	"Lesotho"	"24"
"Chronicle"	"Iran"	"23"
"Chronicle"	"Australia"	"22"
"Chronicle"	"Tunisia"	"20"
"Chronicle"	"Rwanda"	"19"
"Chronicle"	"Japan"	"18"
"Chronicle"	"Mozambique"	"17"
"Chronicle"	"Uganda"	"16"
"Chronicle"	"Afghanistan"	"16"
"Chronicle"	"Germany"	"16"
"Chronicle"	"South Sudan"	"15"
"Chronicle"	"Yemen"	"13"
"Chronicle"	"Ethiopia"	"13"
"Chronicle"	"Italy"	"13"
"Chronicle"	"Tanzania"	"12"
"Chronicle"	"Namibia"	"12"
"Chronicle"	"Mexico"	"12"
"Chronicle"	"Guinea"	"12"
"Chronicle"	"Cameroon"	"12"
"Chronicle"	"Niger"	"11"
"Chronicle"	"Cuba"	"11"
"Chronicle"	"Saudi Arabia"	"10"
"Chronicle"	"Mali"	"10"
"Chronicle"	"Nepal"	"10"
"Chronicle"	"Liberia"	"10"
"Chronicle"	"North Korea"	"9"
"Chronicle"	"Botswana"	"9"
"Chronicle"	"Thailand"	"9"
"Chronicle"	"Algeria"	"8"
"Chronicle"	"Indonesia"	"8"
"Chronicle"	"Ghana"	"8"
"Chronicle"	"Spain"	"8"
"Chronicle"	"South Korea"	"7"
"Chronicle"	"Turkey"	"7"
"Chronicle"	"Burkina Faso"	"7"
"Chronicle"	"Morocco"	"7"
"Chronicle"	"Congo"	"7"
"Chronicle"	"Togo"	"7"
"Chronicle"	"Chad"	"6"
"Chronicle"	"Brazil"	"5"
"Chronicle"	"Colombia"	"5"
"Chronicle"	"Gambia"	"5"
"Chronicle"	"Philippines"	"5"
"Chronicle"	"Taiwan"	"5"
"Chronicle"	"Madagascar"	"4"
"Chronicle"	"Belgium"	"4"
"Chronicle"	"Switzerland"	"4"
"Chronicle"	"Chile"	"4"
"Chronicle"	"Lebanon"	"4"
"Chronicle"	"New Zealand"	"3"
"Chronicle"	"Senegal"	"3"
"Chronicle"	"Angola"	"3"
"Chronicle"	"Swaziland"	"3"
"Chronicle"	"Haiti"	"3"
"Chronicle"	"Papua New Guinea"	"3"
"Chronicle"	"Myanmar"	"3"
"Chronicle"	"Central African Republic"	"3"
"Chronicle"	"Argentina"	"3"
"Chronicle"	"Hong Kong"	"3"
"Chronicle"	"Venezuela"	"3"
"Chronicle"	"Sri Lanka"	"3"
"Chronicle"	"United Arab Emirates"	"2"
"Chronicle"	"Belarus"	"2"
"Chronicle"	"Qatar"	"2"
"Chronicle"	"Mauritania"	"2"
"Chronicle"	"Cambodia"	"2"
"Chronicle"	"Singapore"	"2"
"Chronicle"	"Sweden"	"2"
"Chronicle"	"Bangladesh"	"2"
"Chronicle"	"Greece"	"2"
"Chronicle"	"Denmark"	"2"
"Chronicle"	"Nauru"	"1"
"Chronicle"	"Serbia"	"1"
"Chronicle"	"Mauritius"	"1"
"Chronicle"	"Malta"	"1"
"Chronicle"	"Benin"	"1"
"Chronicle"	"Canada"	"1"
"Chronicle"	"Croatia"	"1"
"Chronicle"	"Jordan"	"1"
"Chronicle"	"Gabon"	"1"
"Chronicle"	"Cyprus"	"1"
"Chronicle"	"Finland"	"1"
"Chronicle"	"Fiji"	"1"
"Chronicle"	"Bolivia"	"1"
"Chronicle"	"Solomon Islands"	"1"
"Chronicle"	"Armenia"	"1"
"Chronicle"	"Guinea-Bissau"	"1"
"Chronicle"	"Portugal"	"1"
