"es_ARG_nacion_int"	"Le Nacion"	"2014-04-04 17:50:56.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-04-05 07:51:28.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-04-06 07:52:13.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-05-03 00:27:48.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-05-28 02:06:05.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-06-01 00:08:50.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-06-12 08:24:15.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-07-16 08:20:44.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-08-06 07:37:43.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-09-04 08:00:50.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-09-11 02:35:36.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-09-22 08:01:18.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-11-22 19:50:36.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-11-23 06:51:03.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-11-24 07:52:05.0"	"Afghanistan"	"2"
"es_ARG_nacion_int"	"Le Nacion"	"2014-12-29 07:09:45.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2015-03-06 23:42:28.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2015-04-11 16:34:19.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2015-04-18 15:38:45.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2015-06-22 18:37:05.0"	"Afghanistan"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-06-16 08:29:04.0"	"Albania"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-09-21 08:00:27.0"	"Albania"	"4"
"es_ARG_nacion_int"	"Le Nacion"	"2015-06-29 06:39:13.0"	"Albania"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2015-04-09 07:33:07.0"	"Andorra"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2015-04-14 16:37:14.0"	"Andorra"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-03-30 08:16:58.0"	"Argentina"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-04-02 16:49:18.0"	"Argentina"	"1"
"es_ARG_nacion_int"	"Le Nacion"	"2014-04-03 14:49:52.0"	"Argentina"	"3"
"es_ARG_nacion_int"	"Le Nacion"	"2014-04-04 15:50:50.0"	"Argentina"	"2"
"es_ARG_nacion_int"	"Le Nacion"	"2014-04-05 00:51:12.0"	"Argentina"	"2"
"es_ARG_nacion_int"	"Le Nacion"	"2014-04-09 14:44:04.0"	"Argentina"	"1"
