"es_BOL_larazo_int"	"La Razon"	"2014-01-18 05:27:12.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-01-19 05:27:10.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-02-06 23:21:25.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-03-29 16:19:21.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-04-07 06:49:07.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-04-25 17:20:04.0"	"Afghanistan"	"2"
"es_BOL_larazo_int"	"La Razon"	"2014-04-27 06:20:43.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-05-02 19:22:22.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-05-03 00:22:37.0"	"Afghanistan"	"5"
"es_BOL_larazo_int"	"La Razon"	"2014-05-04 06:34:48.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-06-07 21:19:18.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-06-08 06:19:27.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-06-15 06:23:22.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-07-03 23:01:27.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-07-04 00:01:28.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-07-15 16:20:07.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-08-05 20:33:47.0"	"Afghanistan"	"2"
"es_BOL_larazo_int"	"La Razon"	"2014-08-16 18:11:22.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-09-04 15:00:31.0"	"Afghanistan"	"2"
"es_BOL_larazo_int"	"La Razon"	"2014-09-26 15:38:11.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-09-30 15:17:43.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-11-23 05:47:21.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-11-24 07:47:32.0"	"Afghanistan"	"1"
"es_BOL_larazo_int"	"La Razon"	"2014-12-17 13:42:13.0"	"Afghanistan"	"2"
"es_BOL_larazo_int"	"La Razon"	"2014-12-29 05:04:53.0"	"Afghanistan"	"1"
