"pl_POL_wp_int" "2017-05-20 21:26:00" "Koszmar w Opolu trwa. Tym razem organizatorzy narazili się... spadkobiercom Młynarskiego" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1775448387--1704334844/opole.jpg"" width=""308"" /> Kolejny skandal związany z tegorocznym Festiwalem Piosenki Polskiej w Opolu. Tym razem organizatorzy poważnie podpadli spadkobiercom Wojciecha..."
"pl_POL_wp_int" "2017-05-20 20:34:00" "PiS zaprasza na noc muzeów. Dla chętnych mają... wyjątkowy prezent" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/166067322--400123267/pis.jpg"" width=""308"" /> Do Nocy Muzeów przyłączyło się Prawo i Sprawiedliwość. Klub Parlamentarny partii rządzącej postanowił zrobić niespodziankę chętnym na odwiedzenie..."
"pl_POL_wp_int" "2017-05-20 20:02:00" "Akcja straży pożarnej w Warszawie. W paczce była podejrzana substancja. Policja: to tylko ćwiczenia" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/217721165-322541589/straz-pozarna.jpeg"" width=""308"" />  &" "34;Budząca niepokój substancja chemiczna&" "34; w przesyłce jednej z firm kurierskich. Do akcji wkroczyła grupa chemiczna straży pożarnej. Zabezpieczono..."
"pl_POL_wp_int" "2017-05-20 19:49:00" "Tak dla reform. Nie dla propozycji rządu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/407918142-1588429027/kongres-prawnikow.jpg"" width=""308"" /> Wymiar sprawiedliwości wymaga reformy, ale nie takiej, jaką proponuje władza - mówili uczestnicy Kongresu Prawników Polskich. Zapowiedzieli..."
"pl_POL_wp_int" "2017-05-20 19:31:00" """Studio Yayo"" i Jan Pietrzak. Oni jeszcze nie zrezygnowali z Opola" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/453986948--1662367917/opole.jpg"" width=""308"" /> Jackowi Kurskiemu kończą się artyści - kolejni wykonawcy rezygnują z udziały w tegorocznej edycji Festiwalu Piosenki Polskiej w Opolu. W programie..."
"pl_POL_wp_int" "2017-05-20 18:31:00" "Zoofilia w sztuce Jandy? Aktorka odpowiada na zarzuty " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1354604366--519411168/janda.jpg"" width=""308"" /> Krystyna Janda odniosła się do zarzutów prawicowych mediów oraz krytyk teatralnej Temidy Stankiewicz-Podhoreckiej, jakoby przedstawiana na deskach..."
"pl_POL_wp_int" "2017-05-20 17:50:00" "Melania Trump bez chusty na głowie w Arabii Saudyjskiej. Wywołała poruszenie w mediach społecznościowych" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1761757093-1462572552/melanie-trump.jpg"" width=""308"" /> Na zdjęciach zrobionych po wylądowaniu prezydenckiego Air Force One w Rijadzie Melania Trump nie ma zakrytej głowy, czego wymaga się od obywatelek..."
"pl_POL_wp_int" "2017-05-20 17:23:00" "Cejrowski: zwróćcie Polsce obrazy, wtedy zamkniemy okres Hitlera" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1406930998--1010385672/cejrowski.jpg"" width=""308"" /> - Najpierw proszę oddać to, co państwo ukradli. Potem możemy mówić o nowym otwarciu - w takich słowach odniósł się Wojciech Cejrowski do..."
"pl_POL_wp_int" "2017-05-20 17:06:00" "Maciej Stuhr bezbłędnie komentuje Opole. Jednym wpisem zagrał na nosie Kurskiemu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/851035463-213330609/maciej-stuhr.jpg"" width=""308"" /> Maciej Stuhr postanowił zakpić z problemów organizacyjnych związanych z tegorocznym Festiwalem Piosenki Polskiej w Opolu. Skomentował kolejne..."
"pl_POL_wp_int" "2017-05-20 16:36:00" "Skandal na Kongresie Prawników Polskich. Patryk Jaki: krzyk i buczenie pokazują kulturę sędziów" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/44064835--440401883/kongres.jpg"" width=""308"" /> Na Kongresie Prawników Polskich w Katowicach doszło do kontrowersyjnych wydarzeń. Podczas odczytywania listu prezydenta, rozległy się okrzyki..."
"pl_POL_wp_int" "2017-05-20 16:14:00" "Śmierć noworodka - sprawą zajmuje się prokuratura" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/167608045-337365808/policja.jpeg"" width=""308"" /> Prokuratura w Gorzowie Wielkopolskim bada sprawę śmierci noworodka, którego ciało znaleziono w Słubicach (Lubuskie). Zespół w celu wyjaśnienia..."
"pl_POL_wp_int" "2017-05-23 18:50:00" """Cała rodzina znała piosenki Wodeckiego"". On łączył pokolenia" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/737214592--1121771753/zbigniew-wodecki.jpg"" width=""308"" /> Każde dziecko w Polsce, zna na pamięć &" "34;Pszczółkę Maję&" "34;. Czy to jedyna piosenka Zbigniewa Wodeckiego, którą kojarzą dzisiejsi 20- i 30- latkowie?"
"pl_POL_wp_int" "2017-05-23 18:45:00" "PO gani PiS za opieszałość ws. Stachowiaka. Chce powołania komisji śledczej" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/721250549-659311120/borys-budka-jan-grabiec.jpg"" width=""308"" /> PO jest zbulwersowane okolicznościami śmierci Igora Stachowiaka na komisariacie policji i chce powołania komisji śledczej, która wyjaśni, jak mogło..."
"pl_POL_wp_int" "2017-05-23 18:32:00" "Dziewczyny zaatakowane ""tulipanem"". Same szukają sprawcy" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/896103479-1518295072/podejrzany-katowice.jpg"" width=""308"" /> Dwie dziewczyny z Sosnowca zostały zaatakowane rozbitą butelką. Blizny na twarzy zostaną im prawdopodobnie do końca życia. Policja od półtora..."
"pl_POL_wp_int" "2017-05-23 18:29:00" "Ostrzeżenie IMGW dla sześciu województw. Burze z gradem" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/580858920-1633080964/grad.jpg"" width=""308"" /> We wtorek wieczorem w sześciu województwach na południu Polski prognozowane są burze i opady deszczu, a także gradu. Instytut Meteorologii i..."
"pl_POL_wp_int" "2017-05-23 17:30:00" "Zakonnik oskarżony o molestowanie 22 dzieci. Przyznał się do winy" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1690870638--1131881438/dziecko-przemoc.jpg"" width=""308"" /> Akt oskarżenia w sprawie wykorzystania seksualnego 22 dzieci przez karmelitę bosego trafił do Sądu Rejonowego w Nowym Targu. Zakonnikowi grozi do..."
"pl_POL_wp_int" "2017-05-23 17:06:00" """Nie skazujcie ich na śmierć lub niewolę"". Stanowcza reakcja władz ZOO w Poznaniu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/802888697-233295573/sarna.jpg"" width=""308"" /> Do ogrodu zoologicznego w Poznaniu przyniesiono młodą sarnę. &" "34;Nie zabierajcie Naturze dzieci! NIE WOLNO TEGO ROBIĆ! Nie skazujcie ich na śmierć lub..."
"pl_POL_wp_int" "2017-05-23 16:36:00" "Pożegnano Magdalenę Żuk. ""Jak było, to tylko ona wie""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1854552433-1207499061/magdalena-zuk.jpg"" width=""308"" /> W dolnośląskiej Bogatyni odbył się pogrzeb tragicznie zmarłej w Egipcie Polki. - Madzia była cudowną, wspaniałą dziewczyną, miłą. Nie można nic..."
"pl_POL_wp_int" "2017-05-23 15:52:00" """Spodziewałem się tego"". Polacy z Manchesteru wstrząśnięci po zamachu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1779091425--595562543/manchester-polacy-w.jpg"" width=""308"" /> Jedni myślą o wyjeździe, inni przeszli już nad faktem wybuchu do porządku dziennego. Brytyjska Polonia opowiada Wirtualnej Polsce o tym, jak czuje..."
"pl_POL_wp_int" "2017-05-23 15:38:00" "Zamachowiec z Manchesteru to 23-letni Salman Abedi? Policja go zatrzymała" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1357758328--698840548/manchester-zamach-wybuch.jpg"" width=""308"" /> Ujawniono tożsamość osoby zatrzymanej w związku z zamachem w Manchesterze. Mężczyzna był wcześniej znany brytyjskiej policji. ISIS, które przyznało..."
"pl_POL_wp_int" "2017-05-23 15:36:00" "Nie żyje Roger Moore. Aktor miał 89 lat" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1402626697-1150593290/roger-moore.jpg"" width=""308"" /> Słynny odtwórca roli Jamesa Bonda miał 89 lat. Zmarł na nowotwór."
"pl_POL_wp_int" "2017-05-23 15:23:00" "Sprawa śmierci na komisariacie. Zastępca komendanta trafił do szpitala" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/64833115-1011434631/jan-lach-policja.jpg"" width=""308"" /> Nadinspektor Jan Lach, zastępca komendanta głównego policji, trafił do szpitala w trakcie podróży służbowej do USA. To najwyższy stopniem..."
"pl_POL_wp_int" "2017-05-23 15:16:00" "Kryzys, który może zaskoczyć Unię. ""To będzie absolutny koszmar""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1389169458-1116040494/wenezuela.jpg"" width=""308"" /> Kryzys w Wenezueli pochłania kolejne ofiary i grozi humanitarną katastrofą. Katastrofą która może dotknąć także Europy - i na którą Unia może nie..."
"pl_POL_wp_int" "2017-05-23 14:46:00" "Lekarz molestował lekarza. Wyrok w Krakowie" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1593023855--1814035585/lekarz.jpeg"" width=""308"" /> Na rok więzienia w zawieszeniu skazał krakowski sąd dra Macieja M. za wykorzystanie seksualne kolegi z pracy. Lekarz przez pięć lat nie może też..."
"pl_POL_wp_int" "2017-05-23 14:35:00" "PiS nic nie szkodzi? Miażdżąca przewaga nad PO w najnowszym sondażu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/582421603-912237387/schetyna.jpg"" width=""308"" /> PO znowu za PiS w sondażach. 35 proc. osób deklarujących w maju chęć wzięcia udziału w wyborach do Sejmu zamierza głosować na partię Jarosława..."
"pl_POL_wp_int" "2017-05-23 14:25:00" """Łagodny paraliż chłopaka"". Giertych tak żartuje z... zamieszania wokół Opola" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/192913954-73779016/giertych.jpg"" width=""308"" /> Roman Giertych wykorzystuje swoje konto na Facebooku do dzielenia się dowcipnymi uwagami o obecnej sytuacji politycznej. Tym razem wymierzył w..."
"pl_POL_wp_int" "2017-05-23 14:09:00" "Dżihadyści biorą odpowiedzialność za atak w Manchesterze. ""Raniliśmy 100 krzyżowców""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/254711089--1847671475/manchester.jpg"" width=""308"" /> Tak zwane Państwo Islamskie stwierdziło, że to ono stoi za zamachem bombowym w Manchesterze. Dżihadyści poinformowali o tym w komunikacie związanej..."
"pl_POL_wp_int" "2017-05-23 13:46:00" "Zmiany w policji we Wrocławiu. Jest nowy komendant wojewódzki" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1143290355--1247370163/policja.jpg"" width=""308"" /> Po tym, jak powróciła sprawa śmierci Igora Stachowiaka, odwołanych zostało kilku funkcjonariuszy. Wybrano też już nowego wojewódzkiego komendanta..."
"pl_POL_wp_int" "2017-05-23 13:21:00" "Sojusznik ziobrystów stał się wrogiem PiS. Kim jest prezydent Opola Arkadiusz Wiśniewski?" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/398885942--162909348/patryk-jaki-arkadiusz.jpg"" width=""308"" /> Prezydent Opola Arkadiusz Wiśniewski poszedł na wojnę z Jackiem Kurskim i całym obozem PiS, zrywając umowę na organizację festiwalu. Ale to postać,..."
"pl_POL_wp_int" "2017-05-23 13:08:00" """Wywołanie przez Moskwę konfliktu jest REALNĄ perspektywą"". MON jednoznacznie ocenia politykę Rosji " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/572191350-1996053052/macierewicz.jpg"" width=""308"" /> &" "34;Federacja Rosyjska pozostaje głównym źródłem niestabilności w sąsiedztwie wschodniej flanki NATO&" "34; - czytamy w dokumencie dotyczącej polityki..."
"pl_POL_wp_int" "2017-05-23 13:01:00" """Nie było żadnej kontroli"". Uczestniczka koncertu w Manchesterze o zabezpieczeniu imprezy" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1704594482-248321259/zamach-w-manchesterze.png"" width=""308"" /> - Kontrola bezpieczeństwa była prawie żadna - wyznała Czeszka, która uczestniczyła w poniedziałkowym koncercie Ariany Grande w Manchesterze...."
"pl_POL_wp_int" "2017-05-23 12:46:00" "Śmierć Igora Stachowiaka na komisariacie. Bulwersujące słowa policjanta " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/295923901-826795454/stachowiak-przemyk-cezary.jpg"" width=""308"" /> Policjant miał chwalić się tym, jak mocno raził paralizatorem 25-letniego mężczyznę. Prawdopodobnie zrobił to aż trzy razy. Wypowiedziane przez..."
"pl_POL_wp_int" "2017-05-23 12:39:00" "Dramatyczne wyznanie Lecha Wałęsy. ""Ja już czekam na śmierć, jestem spakowany""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1631142078-129720733/walesa.jpg"" width=""308"" /> &" "34;Zapłaciłem ogromną cenę. Straciłem dzieci z oczu, kiedy dorastały. Właściwie to straciłem swoją rodzinę. A potem okazało się, że to, o co..."
"pl_POL_wp_int" "2017-05-23 12:34:00" "Tylko w WP. ""Nie wyobrażam sobie"" - prezydent Sopotu nie chciałby u siebie festiwalu TVP" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1708583674--583866162/jacek-karnowski.jpg"" width=""308"" /> Głos w sprawie Festiwalu w Opolu zabrał Jacek Karnowski, prezydent Sopotu, miasta o równie długich tradycjach festiwalowych. Zapytany o to, czy..."
"pl_POL_wp_int" "2017-05-23 12:24:00" "Polacy zaginęli po zamachu w Manchesterze. Ich córka prosi o pomoc" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/208688538-1646386370/rodzice-wybuch-w.jpg"" width=""308"" /> Córka poszukuje rodziców, o których słuch zaginął po wybuchu na Arena Manchester. - Ola obdzwoniła szpitale. Nigdzie ich nie ma - mówi Wirtualnej..."
"pl_POL_wp_int" "2017-05-23 11:57:00" "Zidentyfikowano pierwszą ofiarę zamachu. Nastolatka cieszyła się na wyjazd na koncert" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1705314046-1052510862/manchester-wybuch-w.jpg"" width=""308"" /> Była bardzo podekscytowana, że spotka się z Arianą Grande. W przeszłości zrobiły sobie wspólne zdjęcie. Nastoletnia Georgina Callander to pierwsza..."
"pl_POL_wp_int" "2017-05-23 11:51:00" "Wybuch w Manchesterze. Ekspert: to nie był pojedynczy sprawca" " - Prawdopodobnie zamach w Manchesterze został przeprowadzony tuż przy wyjściu z hali. Sprawność organizatorów była wysoka, dlatego nikt nie..."
"pl_POL_wp_int" "2017-05-23 11:48:00" "Kolejne doniesienia na temat Wałęsy. ""Mówił, że trzeba zabijać milicjantów""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1453758963--830327599/walesa.jpg"" width=""308"" /> - Wałęsa mówił, że &" "34;za jednego naszego - komendę w powietrze&" "34;, po prostu terroryzm - twierdzi były opozycjonista Krzysztof Wyszkowski. To nie..."
"pl_POL_wp_int" "2017-05-23 11:44:00" """Dobra jadę!"" Sławomir Nowak w radosnym humorze pojechał na przesłuchanie ws. Amber Gold" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/574304227-1916710542/nowak.jpg"" width=""308"" /> We wtorek o godzinie 10 rozpoczęło się przesłuchanie byłego ministra transportu, Sławomira Nowaka, ws. afery Amber Gold. Powołanej w lipcu..."
"pl_POL_wp_int" "2017-05-23 11:11:00" "Maj okazuje się dobrym miesiącem. Poprawiły się nastroje społeczne" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1472505184--623829883/ludzie.jpg"" width=""308"" /> Poparcie dla partii rządzącej idzie w parze z oceną jakości życia. Coraz więcej Polaków twierdzi bowiem, że sytuacja w kraju, również gospodarcza,..."
"pl_POL_wp_int" "2017-05-23 11:06:00" "Ekologicznie na rowerze. Trzecia edycja Posnania Bike Parade już w czerwcu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/572280580--1417680968/gogreen.png"" width=""308"" /> Go Green to motyw przewodni trzeciej edycji Posnania Bike Parade. Uczestnicy przejadą wspólnie malowniczą trasą przez Poznań na plażę nad Wartą na..."
"pl_POL_wp_int" "2017-05-23 10:59:00" "Kolejna dymisja we wrocławskiej policji. Stanowisko stracił inspektor Jerzy Kokot" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1368177129--1636627743/komisariat-wroclaw.jpg"" width=""308"" /> Młodszy Inspektor Jerzy Kokot - od kilku miesięcy pierwszy zastępca Komendanta Miejskiego Policji we Wrocławiu - został zdymisjonowany. To on był..."
"pl_POL_wp_int" "2017-05-23 10:35:00" "Wybuch w Manchesterze. Co wiemy do tej pory" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1886319674-1411213179/manchester.jpg"" width=""308"" /> Jak dotąd wiemy o 22 ofiarach incydentu, do jakiego doszło tuż po skończonym koncercie gwiazdy pop Ariany Grande. Mowa jest o co najmniej 59..."
"pl_POL_wp_int" "2017-05-23 10:33:00" "Chłosta za kontakty homoseksualne. Policja religijna w Indonezji wykonała karę publiczną" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1173048488-883902102/indonezja.jpg"" width=""308"" /> Był to pierwszy raz, kiedy w Aceh, jedynej indonezyjskiej prowincji praktykującej prawo szariatu, wykonano karę chłosty za homoseksualizm. Skazano..."
"pl_POL_wp_int" "2017-05-23 09:51:02" "Tarchały Wielkie: auto wjechało w pociąg" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1029043924--34659283/wypadek-tarchaly-wielkie.jpg"" width=""308"" /> Na przejeździe kolejowym w Tarchałach Wielkich k. Ostrowa Wlkp. auto osobowe marki Ford wjechało pod rozpędzony pociąg Intercity relacji Wrocław -..."
"pl_POL_wp_int" "2017-05-23 09:50:00" "Prawica już robi politykę na zamachu w Manchesterze. To zwykła manipulacja" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1445796866--2047328603/dominik-tarczynski-pis.JPG"" width=""308"" /> W zamachu w Manchesterze zginęły 22 osoby, ale tragiczny bilans jeszcze nie jest zamknięty. Nie wiadomo też kim był zamachowiec-samobójca. To..."
"pl_POL_wp_int" "2017-05-23 09:46:00" "Wybuch w Manchesterze. Stanowcza reakcja premier Szydło" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/136739676--88737192/szydlo.jpg"" width=""308"" /> &" "34;Bestialski akt przemocy, na który nie może być zgody&" "34; - tak premier Beata Szydło skomentowała wybuch w Manchesterze, w wyniku którego śmierć..."
"pl_POL_wp_int" "2017-05-23 09:42:00" """Pomóżcie, to małe dziecko!"" Rodziny szukają zaginionych bliskich po zamachu w Manchesterze " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/2061129461-65773762/spolecznosc.jpg"" width=""308"" /> Na Twitterze trwają poszukiwania osób, które zaginęły podczas koncertu Ariany Grande. Przerażone rodziny publikują zdjęcia swoich dzieci, sióstr i..."
"pl_POL_wp_int" "2017-05-23 09:02:00" "Anna Kamińska ponownie zaskakuje. ""Coming out żony niezłomnej w wierze""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/858658124--2105037904/kaminska-anna.jpg"" width=""308"" /> Najpierw chciała zakazać sprawowania mandatu niewiernym parlamentarzystom i komplementowała lidera Prawa i Sprawiedliwości Jarosława Kaczyńskiego...."
"pl_POL_wp_int" "2017-05-23 08:48:00" "Rzecznik rządu: nie ma informacji, by w Manchesterze zginęli Polacy" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/712051294-521301700/manchester.jpg"" width=""308"" /> Nasze służby konsularne i dyplomatyczne są w kontakcie ze stroną brytyjską. Na razie nie ma informacji, żeby wśród ofiar zamachu w Manchesterze..."
"pl_POL_wp_int" "2017-05-23 08:48:00" "Bronisław Wildstein krytycznie o mediach narodowych: jak za Gierka" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/162206781--1651407357/wildstein.jpg"" width=""308"" /> Publicysta tygodnika &" "34;wSieci&" "34; i współpracownik portalu wpolityce.pl zastanawia się co sprawia, że TVP i Polskie Radio zmierzają drogą..."
"pl_POL_wp_int" "2017-05-23 08:38:00" "Blamaż posłanki PO. Poległa na trzech prostych pytaniach" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/875531289-351721682/joanna-augustynowska.jpg"" width=""308"" />  Joanna Augustynowska pochwaliła się średnią 5,8 w szkole, a potem dała totalny popis niewiedzy. Wystarczyły trzy pytania."
"pl_POL_wp_int" "2017-05-23 08:29:00" "Trzy osoby utonęły w szambie. Tragedia na Mazowszu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1442139667--1477094206/karetka-pogotowie.jpeg"" width=""308"" /> Trzech mężczyzn utonęło w szambie w miejscowości Opactwo na Mazowszu."
"pl_POL_wp_int" "2017-05-23 08:25:00" "Antoni Macierewicz o kontrowersjach wokół armii: żołnierze są ofiarami propagandy opozycji, a nie sprawcami" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/217243266--1210636639/macierewicz.jpg"" width=""308"" /> Minister obrony narodowej Antoni Macierewicz odniósł się do ataku w Manchesterze, w którym zginęły 22 osoby. Nazwał go &" "34;hekatombą&" "34;. Mówiąc z kolei..."
"pl_POL_wp_int" "2017-05-23 08:24:00" "Wzrasta liczba ofiar w Manchesterze. Nowe dane policji" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/102985583-1764704654/manchester-zamach-w.jpg"" width=""308"" /> Brytyjska policja poinformowała, że liczba ofiar śmiertelnych zamachu w hali w Manchesterze wzrosła do 22. Wśród zabitych są dzieci. Ataku dokonał..."
"pl_POL_wp_int" "2017-05-23 08:05:00" "Bartłomiej Misiewicz chciał udzielać pożyczek? Po naszej publikacji zmienił wpis w rejestrze działalności gospodarczej" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/185087963-2135999683/misiewicz.jpg"" width=""308"" /> Bartłomiej Misiewicz zarzucił Wirtualnej Polsce kłamstwo. Stwierdził, że jego nowo zarejestrowana firma nie będzie udzielała żadnych pożyczek. Po..."
"pl_POL_wp_int" "2017-05-23 07:50:00" "Islamiści świętują w mediach społecznościowych. ""Wróciły do was bomby z Mosulu"" " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/283369837-771397734/spolecznosc.jpg"" width=""308"" /> Do tragicznego zdarzenia doszło wczoraj około 23.35 czasu polskiego, na arenie Manchester podczas koncertu Ariany Grande. W ataku zginęło co..."
"pl_POL_wp_int" "2017-05-23 07:44:00" "Wybuch w Manchesterze. Panika i wstrząsające nagrania z koncertu Ariany Grande" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1814660217-1529461830/manchester.jpg"" width=""308"" /> Co najmniej 22 osoby zginęły, a 59 zostało rannych po wybuchu w Manchesterze. Do ataku doszło po koncercie amerykańskiej gwiazdy Ariany Grande...."
"pl_POL_wp_int" "2017-05-23 07:07:00" "Sprawa śmierci Igora Stachowiaka. Krystyna Pawłowicz: żądanie dymisji ministra jest absurdalne" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/146786606-1752053854/pawlowicz.jpg"" width=""308"" /> Posłanka Prawa i Sprawiedliwości Krystyna Pawłowicz twierdzi, że nie można oczekiwać dymisji ministra na podstawie tego, że na jednym z..."
"pl_POL_wp_int" "2017-05-23 06:42:00" "Ariana Grande komentuje tragiczny koncert" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1341045752--332844766/spolecznosc.jpg"" width=""308"" /> Piosenkarka publicznie skomentowała atak, do którego doszło podczas poniedziałkowego koncertu w Manchesterze około. godz. 23.35 czasu polskiego...."
"pl_POL_wp_int" "2017-05-23 05:26:00" "Ewakuowani mieszkańcy bloków w Koszalinie wrócili do domów" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1877773091--179405153/koszalin-blok-wiezowiec.jpg"" width=""308"" /> Inspektor nadzoru budowlanego, po wykonaniu pomiarów sejsmicznych, zezwolił na powrót mieszkańców do trzech bloków przy Władysława IV w Koszalinie...."
"pl_POL_wp_int" "2017-05-23 05:03:00" "Policja w Manchesterze: robimy wszystko, co możemy" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1933842594-1135172727/police-policja-manchester.jpg"" width=""308"" /> Służby &" "34;robią wszystko, co mogą&" "34;, aby wesprzeć osoby dotknięte atakiem terrorystycznym w Manchester Arena - zapewnił we wtorek rano komendant..."
"pl_POL_wp_int" "2017-05-23 04:27:00" "Ewakuacja na lotnisku w Szwecji. Znaleziono pakunek" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/482136557-802183118/szwecja.jpg"" width=""308"" /> Ponad 600 osób zostało ewakuowanych na lotnisku Landvetter, które znajduje się około 25 km na wschód od miasta Göteborg. Powodem było znalezienie..."
"pl_POL_wp_int" "2017-05-23 04:11:00" "Premier May: rząd pracuje nad ustaleniem szczegółów ataku" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/959860454-34289341/theresa-may.jpg"" width=""308"" /> Brytyjska premier Theresa May zapewniła w wydanym oświadczeniu, że rząd &" "34;pracuje, aby ustalić szczegóły tego, co jest traktowane przez policję jako..."
"pl_POL_wp_int" "2017-05-23 03:54:00" "Konsulat RP: nie mamy informacji, aby wśród poszkodowanych byli Polacy" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/729163201-363550640/manchester.jpg"" width=""308"" /> Konsulat RP w Manchesterze poinformował na swojej stronie internetowej, że &" "34;w chwili obecnej nie posiada informacji o tym, aby wśród poszkodowanych..."
"pl_POL_wp_int" "2017-05-23 03:14:00" "Kto stoi za zamachem w Manchesterze? Tajemnicza grupa przyznała się" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/572353731-1968616251/manchster.jpg"" width=""308"" /> &" "34;Możliwy incydent terrorystyczny&" "34; - tak o ataku w Manchesterze, w którym zginęły 22 osoby, a 59 zostało rannych, powiedziało dowództwo jednostki..."
"pl_POL_wp_int" "2017-05-23 02:53:00" "Nagły i wysoki wzrost zachorowań na salmonellozę w Polsce" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1159786844--1594547197/lekarz.jpg"" width=""308"" /> - W 2016 r. odnotowano nagły i wysoki, bo aż 16-proc., wzrost liczby zachorowań na salmonellozę - podaje wtorkowa &" "34;Rzeczpospolita&" "34; na podstawie..."
"pl_POL_wp_int" "2017-05-23 02:37:00" "Świadkowie: ""głośny huk"" wewnątrz hali w Manchesterze" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/406754605--1888881997/koncert-ariana-grande.jpg"" width=""308"" /> Świadkowie incydentu w Manchester Arena, w którym w poniedziałek wieczorem co najmniej kilka osób zginęło i zostało rannych, powiedzieli lokalnym..."
"pl_POL_wp_int" "2017-05-23 01:42:00" "Wybuch w Manchesterze. Policja potwierdziła 22 ofiary śmiertelne " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/259748091-1470450126/manchester.jpg"" width=""308"" /> Policja potwierdziła dotąd 22 ofiary incydentu, do jakiego doszło tuż po skończonym koncercie gwiazdy pop Ariany Grande. Mowa jest o co najmniej 59..."
