"India"	"Hindustan Times"	"United States of America"	"1353"
"India"	"The Times of India"	"United States of America"	"800"
"India"	"Hindustan Times"	"India"	"478"
"India"	"Hindustan Times"	"China"	"457"
"India"	"Hindustan Times"	"Pakistan"	"404"
"India"	"Hindustan Times"	"United Kingdom"	"400"
"India"	"Hindustan Times"	"Iraq"	"343"
"India"	"The Times of India"	"United Kingdom"	"292"
"India"	"Hindustan Times"	"Nepal"	"291"
"India"	"The Times of India"	"China"	"278"
"India"	"The Times of India"	"Pakistan"	"266"
"India"	"Hindustan Times"	"Ukraine"	"254"
"India"	"Hindustan Times"	"Afghanistan"	"237"
"India"	"Hindustan Times"	"Israel"	"225"
"India"	"Hindustan Times"	"France"	"218"
"India"	"Hindustan Times"	"Syria"	"216"
"India"	"The Times of India"	"Iraq"	"182"
"India"	"Hindustan Times"	"Japan"	"170"
"India"	"The Times of India"	"Ukraine"	"167"
"India"	"Hindustan Times"	"Nigeria"	"159"
"India"	"The Times of India"	"Nepal"	"154"
"India"	"The Times of India"	"Afghanistan"	"152"
"India"	"The Times of India"	"Syria"	"150"
"India"	"Hindustan Times"	"Yemen"	"148"
"India"	"Hindustan Times"	"Australia"	"147"
"India"	"The Times of India"	"Nigeria"	"122"
"India"	"Hindustan Times"	"Malaysia"	"110"
"India"	"The Times of India"	"Egypt"	"108"
"India"	"Hindustan Times"	"Iran"	"107"
"India"	"The Times of India"	"France"	"106"
"India"	"The Times of India"	"Japan"	"97"
"India"	"Hindustan Times"	"Egypt"	"91"
"India"	"The Times of India"	"Thailand"	"85"
"India"	"Hindustan Times"	"Thailand"	"82"
"India"	"Hindustan Times"	"Saudi Arabia"	"79"
"India"	"Hindustan Times"	"Bangladesh"	"77"
"India"	"Hindustan Times"	"Indonesia"	"76"
"India"	"The Times of India"	"Iran"	"70"
"India"	"Hindustan Times"	"Hong Kong"	"70"
"India"	"Hindustan Times"	"Turkey"	"68"
"India"	"The Times of India"	"Yemen"	"67"
"India"	"Hindustan Times"	"Germany"	"64"
"India"	"Hindustan Times"	"South Korea"	"62"
"India"	"The Times of India"	"Australia"	"61"
"India"	"Hindustan Times"	"Vatican"	"58"
"India"	"The Times of India"	"Bangladesh"	"56"
"India"	"The Times of India"	"India"	"53"
"India"	"The Times of India"	"Turkey"	"53"
"India"	"The Times of India"	"Vatican"	"53"
"India"	"Hindustan Times"	"Sri Lanka"	"52"
"India"	"Hindustan Times"	"Libya"	"51"
"India"	"The Times of India"	"South Africa"	"49"
"India"	"Hindustan Times"	"North Korea"	"49"
"India"	"Hindustan Times"	"Canada"	"48"
"India"	"Hindustan Times"	"Tunisia"	"47"
"India"	"The Times of India"	"Libya"	"47"
"India"	"The Times of India"	"South Korea"	"47"
"India"	"The Times of India"	"Indonesia"	"46"
"India"	"The Times of India"	"Malaysia"	"44"
"India"	"Hindustan Times"	"South Africa"	"44"
"India"	"The Times of India"	"Israel"	"44"
"India"	"Hindustan Times"	"Philippines"	"43"
"India"	"The Times of India"	"Saudi Arabia"	"41"
"India"	"The Times of India"	"Hong Kong"	"40"
"India"	"The Times of India"	"Greece"	"40"
"India"	"Hindustan Times"	"Italy"	"36"
"India"	"Hindustan Times"	"Greece"	"36"
"India"	"Hindustan Times"	"Taiwan"	"34"
"India"	"The Times of India"	"North Korea"	"34"
"India"	"Hindustan Times"	"Myanmar"	"34"
"India"	"The Times of India"	"Sri Lanka"	"34"
"India"	"The Times of India"	"Italy"	"32"
"India"	"The Times of India"	"Germany"	"29"
"India"	"The Times of India"	"Mexico"	"28"
"India"	"The Times of India"	"Kenya"	"28"
"India"	"Hindustan Times"	"Kenya"	"27"
"India"	"The Times of India"	"Philippines"	"27"
"India"	"Hindustan Times"	"Spain"	"27"
"India"	"The Times of India"	"Spain"	"25"
"India"	"Hindustan Times"	"Mexico"	"25"
"India"	"The Times of India"	"Canada"	"24"
"India"	"The Times of India"	"Brazil"	"23"
"India"	"Hindustan Times"	"Jordan"	"23"
"India"	"Hindustan Times"	"Brazil"	"22"
"India"	"The Times of India"	"Tunisia"	"22"
"India"	"Hindustan Times"	"Mali"	"21"
"India"	"The Times of India"	"Myanmar"	"20"
"India"	"The Times of India"	"Venezuela"	"19"
"India"	"The Times of India"	"Somalia"	"19"
"India"	"Hindustan Times"	"Ireland"	"18"
"India"	"The Times of India"	"Taiwan"	"18"
"India"	"Hindustan Times"	"Kuwait"	"17"
"India"	"Hindustan Times"	"Singapore"	"17"
"India"	"The Times of India"	"Denmark"	"15"
"India"	"Hindustan Times"	"Maldives"	"15"
"India"	"Hindustan Times"	"Sierra Leone"	"15"
"India"	"Hindustan Times"	"Switzerland"	"15"
"India"	"Hindustan Times"	"Somalia"	"15"
"India"	"The Times of India"	"Burundi"	"14"
"India"	"Hindustan Times"	"Sudan"	"14"
