"Bolivia"	"La patria"	"United States of America"	"528"
"Bolivia"	"La Razon"	"Chile"	"461"
"Bolivia"	"La Razon"	"United States of America"	"438"
"Bolivia"	"La Razon"	"Ukraine"	"350"
"Bolivia"	"La Razon"	"Argentina"	"313"
"Bolivia"	"La patria"	"Venezuela"	"310"
"Bolivia"	"La patria"	"Colombia"	"310"
"Bolivia"	"La patria"	"Chile"	"305"
"Bolivia"	"La Razon"	"Colombia"	"301"
"Bolivia"	"La Razon"	"Brazil"	"276"
"Bolivia"	"La patria"	"Brazil"	"238"
"Bolivia"	"La patria"	"Argentina"	"219"
"Bolivia"	"La Razon"	"Cuba"	"201"
"Bolivia"	"La patria"	"Mexico"	"187"
"Bolivia"	"La Razon"	"Vatican"	"186"
"Bolivia"	"La Razon"	"Mexico"	"180"
"Bolivia"	"La Razon"	"Israel"	"140"
"Bolivia"	"La Razon"	"Bolivia"	"132"
"Bolivia"	"La patria"	"Bolivia"	"131"
"Bolivia"	"La patria"	"Vatican"	"130"
"Bolivia"	"La Razon"	"France"	"122"
"Bolivia"	"La Razon"	"Syria"	"119"
"Bolivia"	"La Razon"	"Iraq"	"117"
"Bolivia"	"La patria"	"Cuba"	"114"
"Bolivia"	"La Razon"	"Spain"	"103"
"Bolivia"	"La Razon"	"Uruguay"	"103"
"Bolivia"	"La Razon"	"Venezuela"	"98"
"Bolivia"	"La Razon"	"China"	"91"
"Bolivia"	"La patria"	"Ukraine"	"82"
"Bolivia"	"La patria"	"China"	"78"
"Bolivia"	"La Razon"	"Nigeria"	"78"
"Bolivia"	"La patria"	"Syria"	"77"
"Bolivia"	"La Razon"	"Peru"	"74"
"Bolivia"	"La patria"	"Spain"	"71"
"Bolivia"	"La Razon"	"United Kingdom"	"69"
"Bolivia"	"La Razon"	"Greece"	"62"
"Bolivia"	"La patria"	"Israel"	"58"
"Bolivia"	"La patria"	"Uruguay"	"58"
"Bolivia"	"La Razon"	"Italy"	"57"
"Bolivia"	"La patria"	"Peru"	"56"
"Bolivia"	"La Razon"	"Iran"	"55"
"Bolivia"	"La Razon"	"Germany"	"49"
"Bolivia"	"La Razon"	"Afghanistan"	"46"
"Bolivia"	"La patria"	"Nicaragua"	"44"
"Bolivia"	"La patria"	"Nepal"	"43"
"Bolivia"	"La Razon"	"South Korea"	"43"
"Bolivia"	"La patria"	"Italy"	"43"
"Bolivia"	"La Razon"	"Yemen"	"42"
"Bolivia"	"La Razon"	"Malaysia"	"41"
"Bolivia"	"La patria"	"Malaysia"	"39"
"Bolivia"	"La Razon"	"Panama"	"39"
"Bolivia"	"La Razon"	"Egypt"	"39"
"Bolivia"	"La Razon"	"Turkey"	"38"
"Bolivia"	"La Razon"	"Nepal"	"38"
"Bolivia"	"La patria"	"Honduras"	"37"
"Bolivia"	"La patria"	"Nigeria"	"37"
"Bolivia"	"La patria"	"Guatemala"	"36"
"Bolivia"	"La Razon"	"North Korea"	"36"
"Bolivia"	"La patria"	"Paraguay"	"34"
"Bolivia"	"La patria"	"Iraq"	"34"
"Bolivia"	"La patria"	"Panama"	"33"
"Bolivia"	"La patria"	"Germany"	"33"
"Bolivia"	"La patria"	"France"	"32"
"Bolivia"	"La patria"	"El Salvador"	"31"
"Bolivia"	"La patria"	"United Kingdom"	"29"
"Bolivia"	"La Razon"	"El Salvador"	"28"
"Bolivia"	"La patria"	"Yemen"	"27"
"Bolivia"	"La patria"	"South Korea"	"27"
"Bolivia"	"La patria"	"India"	"27"
"Bolivia"	"La Razon"	"India"	"27"
"Bolivia"	"La Razon"	"Australia"	"26"
"Bolivia"	"La patria"	"Egypt"	"22"
"Bolivia"	"La patria"	"Hong Kong"	"22"
"Bolivia"	"La Razon"	"Pakistan"	"22"
"Bolivia"	"La Razon"	"Canada"	"21"
"Bolivia"	"La Razon"	"Costa Rica"	"21"
"Bolivia"	"La patria"	"Turkey"	"21"
"Bolivia"	"La Razon"	"Indonesia"	"21"
"Bolivia"	"La patria"	"Afghanistan"	"20"
"Bolivia"	"La Razon"	"Guatemala"	"20"
"Bolivia"	"La patria"	"Iran"	"19"
"Bolivia"	"La Razon"	"Thailand"	"18"
"Bolivia"	"La Razon"	"Nicaragua"	"18"
"Bolivia"	"La Razon"	"Switzerland"	"18"
"Bolivia"	"La Razon"	"Libya"	"18"
"Bolivia"	"La patria"	"Haiti"	"17"
"Bolivia"	"La patria"	"North Korea"	"16"
"Bolivia"	"La Razon"	"Algeria"	"14"
"Bolivia"	"La patria"	"Indonesia"	"14"
"Bolivia"	"La patria"	"Dominican Republic"	"13"
"Bolivia"	"La patria"	"Japan"	"13"
"Bolivia"	"La Razon"	"Paraguay"	"13"
