"en_CHN_mopost_int"	"Tue Apr 04 12:30:13 CEST 2017"	"Post graphics team wins ‘Pulitzer of news design’ at global awards"	"Lightning strikes take place within no more than a split second, but the South China Morning Post made them last by visualising the natural phenomenon from two dramatic Hong Kong storms last summer with a multimedia graphic that captured a &ldquo;Pulitzer of news design&rdquo; last month.
Infographic designer Marco Hernandez&rsquo;s Bolts from the Blue , which won him an award of excellence at the 25th Malofiej Awards in Pamplona, Spain, on March 31 was testament to the Post&rsquo;s capability..."	"CHN"
"en_CHN_mopost_int"	"Tue Apr 04 12:30:13 CEST 2017"	"Post graphics team wins ‘Pulitzer of news design’ at global awards"	"Lightning strikes take place within no more than a split second, but the South China Morning Post made them last by visualising the natural phenomenon from two dramatic Hong Kong storms last summer with a multimedia graphic that captured a &ldquo;Pulitzer of news design&rdquo; last month.
Infographic designer Marco Hernandez&rsquo;s Bolts from the Blue , which won him an award of excellence at the 25th Malofiej Awards in Pamplona, Spain, on March 31 was testament to the Post&rsquo;s capability..."	"ESP"
"en_CHN_mopost_int"	"Tue Apr 04 12:30:13 CEST 2017"	"Post graphics team wins ‘Pulitzer of news design’ at global awards"	"Lightning strikes take place within no more than a split second, but the South China Morning Post made them last by visualising the natural phenomenon from two dramatic Hong Kong storms last summer with a multimedia graphic that captured a &ldquo;Pulitzer of news design&rdquo; last month.
Infographic designer Marco Hernandez&rsquo;s Bolts from the Blue , which won him an award of excellence at the 25th Malofiej Awards in Pamplona, Spain, on March 31 was testament to the Post&rsquo;s capability..."	"HKG"
"en_CHN_mopost_int"	"Tue Apr 04 12:05:15 CEST 2017"	"Dalai Lama’s visit to India angers China as Beijing seeks to suppress separatist activities"	"India said on Tuesday that China should not interfere in its internal affairs, as the Dalai Lama began a weeklong visit to India&rsquo;s remote northeast that Beijing has protested.
The Tibetan spiritual leader was greeted by cheering supporters as he arrived in Arunachal Pradesh.
China claims the partly ethnically Tibetan Himalayan state as its own territory, and warned last month of &ldquo;severe damage&rdquo; to relations with India and increased regional instability if the Dalai Lama..."	"CHN"
"en_CHN_mopost_int"	"Tue Apr 04 12:05:15 CEST 2017"	"Dalai Lama’s visit to India angers China as Beijing seeks to suppress separatist activities"	"India said on Tuesday that China should not interfere in its internal affairs, as the Dalai Lama began a weeklong visit to India&rsquo;s remote northeast that Beijing has protested.
The Tibetan spiritual leader was greeted by cheering supporters as he arrived in Arunachal Pradesh.
China claims the partly ethnically Tibetan Himalayan state as its own territory, and warned last month of &ldquo;severe damage&rdquo; to relations with India and increased regional instability if the Dalai Lama..."	"IND"
"en_CHN_mopost_int"	"Tue Apr 04 11:58:09 CEST 2017"	"Military spending: Thailand to buy Chinese tanks to replace ageing US model"	"The Thai cabinet on Tuesday approved the purchase of 10 Chinese tanks worth US$58 million to replace an old US model, a government spokesman said, the second of three planned purchases of 49 tanks from China. Thailand ordered 28 tanks from China last year.
&ldquo;These tanks will replace the M41 tanks, which are small and old,&rdquo; Sansern Kaewkamnerd told reporters. Thailand has used the US M41 light tanks since the second world war, said Defence Minister Prawit Wongsuwan.
Relations have..."	"CHN"
"en_CHN_mopost_int"	"Tue Apr 04 11:58:09 CEST 2017"	"Military spending: Thailand to buy Chinese tanks to replace ageing US model"	"The Thai cabinet on Tuesday approved the purchase of 10 Chinese tanks worth US$58 million to replace an old US model, a government spokesman said, the second of three planned purchases of 49 tanks from China. Thailand ordered 28 tanks from China last year.
&ldquo;These tanks will replace the M41 tanks, which are small and old,&rdquo; Sansern Kaewkamnerd told reporters. Thailand has used the US M41 light tanks since the second world war, said Defence Minister Prawit Wongsuwan.
Relations have..."	"THA"
"en_CHN_mopost_int"	"Tue Apr 04 11:58:09 CEST 2017"	"Military spending: Thailand to buy Chinese tanks to replace ageing US model"	"The Thai cabinet on Tuesday approved the purchase of 10 Chinese tanks worth US$58 million to replace an old US model, a government spokesman said, the second of three planned purchases of 49 tanks from China. Thailand ordered 28 tanks from China last year.
&ldquo;These tanks will replace the M41 tanks, which are small and old,&rdquo; Sansern Kaewkamnerd told reporters. Thailand has used the US M41 light tanks since the second world war, said Defence Minister Prawit Wongsuwan.
Relations have..."	"USA"
"en_CHN_mopost_int"	"Tue Apr 04 11:46:18 CEST 2017"	"Children among at least 58 dead after chemical attack in rebel-held Syria town"	"Warplanes carried out a suspected toxic gas attack that killed at least 58 people including several children in a rebel-held town in northwestern Syria on Tuesday, a monitoring group said.
The Syrian Observatory for Human Rights said those killed in the town of Khan Sheikhun, in Idlib province, had died from the effects of the gas, adding that dozens more suffered respiratory problems and other symptoms.
The Britain-based monitoring group was unable to confirm the nature of the substance, and..."	"GBR"
"en_CHN_mopost_int"	"Tue Apr 04 11:46:18 CEST 2017"	"Children among at least 58 dead after chemical attack in rebel-held Syria town"	"Warplanes carried out a suspected toxic gas attack that killed at least 58 people including several children in a rebel-held town in northwestern Syria on Tuesday, a monitoring group said.
The Syrian Observatory for Human Rights said those killed in the town of Khan Sheikhun, in Idlib province, had died from the effects of the gas, adding that dozens more suffered respiratory problems and other symptoms.
The Britain-based monitoring group was unable to confirm the nature of the substance, and..."	"SYR"
"en_CHN_mopost_int"	"Tue Apr 04 10:58:08 CEST 2017"	"Why one writer is fighting to call China’s Communist Party to account for its wrongdoings"	"Chronicling China&rsquo;s history as it really happened rather than as the government tells it is a race against time for 75-year-old acclaimed writer Zhang Yihe, whose family ties to the upper echelons of the communist regime during its early years continue to be a source of her dissent and the focus of her writing.
&ldquo;I have no hope in China&rsquo;s future,&rdquo; Zhang said in an interview with the South China Morning Post.
The writer&rsquo;s mission and aim is a simple but forceful one..."	"CHN"
"en_CHN_mopost_int"	"Tue Apr 04 10:51:31 CEST 2017"	"Opinion: affordable housing a distant dream for ordinary Hongkongers"	"Here&rsquo;s my message to ordinary Hongkongers: forget affordable housing. It&rsquo;s never going to happen. You are doomed to live in subdivided slum flats that can eat up half your monthly pay. Some may qualify for public housing but the wait is long. Try not to die before it&rsquo;s your turn.
If you have caring but cashless parents, uncles, and aunts, they can pool their savings to get you on the housing ladder. But don&rsquo;t forget HK$3 million will only buy you a 160 sq ft coffin flat..."	"CHN"
"en_CHN_mopost_int"	"Tue Apr 04 10:51:31 CEST 2017"	"Opinion: affordable housing a distant dream for ordinary Hongkongers"	"Here&rsquo;s my message to ordinary Hongkongers: forget affordable housing. It&rsquo;s never going to happen. You are doomed to live in subdivided slum flats that can eat up half your monthly pay. Some may qualify for public housing but the wait is long. Try not to die before it&rsquo;s your turn.
If you have caring but cashless parents, uncles, and aunts, they can pool their savings to get you on the housing ladder. But don&rsquo;t forget HK$3 million will only buy you a 160 sq ft coffin flat..."	"HKG"
"en_CHN_mopost_int"	"Tue Apr 04 10:48:05 CEST 2017"	"Chinese banks’ Q4 bad debt ratios improve on economy and swaps"	"China&rsquo;s five largest banks reported better-than-expected figures for their bad debt when they announced their full year financial results last week, helped by improved macroeconomic conditions and more aggressive attempts to clean up their balance sheets.
Non-performing loan ratios declined at the China Construction Bank, Agricultural Bank of China, Bank of China, and Bank of Communications during the fourth quarter of 2016, while the ratio at the Industrial &amp; Commercial Bank of China..."	"CHN"
"en_CHN_mopost_int"	"Tue Apr 04 10:27:54 CEST 2017"	"Wood from Hong Kong’s demolished pier finds new life in sludge facility"	"When the old Wan Chai Star Ferry pier in Hong Kong was demolished in 2014, it did not entirely disappear. Pieces of it now live on in an unexpected place &ndash; the city&rsquo;s waste-to-energy plant, the T-Park Sludge Treatment Facility, on the shores of Deep Bay.
&ldquo;We receive 500 visitors a day,&rdquo; says Cary Wan Ga-ling, an officer with the Environmental Protection Department, which oversees the two-year-old facility.
The complex takes sludge from the city&rsquo;s water treatment..."	"HKG"
"en_CHN_mopost_int"	"Tue Apr 04 10:15:00 CEST 2017"	"Lam pledges to convey Hong Kong pan-democrat call for restart of political reform during talks in Beijing"	"Chief executive-elect Carrie Lam Cheng Yeut-ngor says she will convey the opposition pan-democrats&rsquo; demand for Hong Kong to restart political reform during her expected meetings with state leaders later this month.
But Lam said the city would still have to heed Beijing&rsquo;s ruling in August 2014, effectively rejecting pan-democrats&rsquo; call for getting rid of the restrictive framework laid down by the central government.
Under the ruling made by the National People&rsquo;s Congress..."	"CHN"
