"Japan Times"	"English"	"United States of America"	"Cuba"	"18"
"Japan Times"	"English"	"United States of America"	"Malaysia"	"1"
"Japan Times"	"English"	"United States of America"	"Taiwan"	"1"
"Japan Times"	"English"	"United States of America"	"Poland"	"4"
"Japan Times"	"English"	"United States of America"	"United Arab Emirates"	"1"
"Japan Times"	"English"	"United States of America"	"Armenia"	"3"
"Japan Times"	"English"	"United States of America"	"Ireland"	"2"
"Japan Times"	"English"	"United States of America"	"Iran"	"21"
"Japan Times"	"English"	"United States of America"	"Iraq"	"23"
"Japan Times"	"English"	"United States of America"	"Thailand"	"1"
"Japan Times"	"English"	"United States of America"	"Sweden"	"1"
"Japan Times"	"English"	"United States of America"	"Israel"	"13"
"Japan Times"	"English"	"United States of America"	"Italy"	"1"
"Japan Times"	"English"	"United States of America"	"Pakistan"	"4"
"Japan Times"	"English"	"United States of America"	"Ukraine"	"19"
"Japan Times"	"English"	"United States of America"	"China"	"15"
"Japan Times"	"English"	"United States of America"	"North Korea"	"7"
"Japan Times"	"English"	"United States of America"	"Mali"	"1"
"Japan Times"	"English"	"United States of America"	"Cambodia"	"2"
"Japan Times"	"English"	"United States of America"	"Rwanda"	"1"
"Japan Times"	"English"	"United States of America"	"Bangladesh"	"1"
"Japan Times"	"English"	"United States of America"	"Australia"	"3"
"Japan Times"	"English"	"United States of America"	"Syria"	"15"
"Japan Times"	"English"	"United States of America"	"Myanmar"	"2"
"Japan Times"	"English"	"United States of America"	"Haiti"	"1"
"Japan Times"	"English"	"United States of America"	"Yemen"	"2"
"Japan Times"	"English"	"United States of America"	"Afghanistan"	"11"
"Japan Times"	"English"	"United States of America"	"United Kingdom"	"10"
"Japan Times"	"English"	"United States of America"	"France"	"11"
"Japan Times"	"English"	"United States of America"	"Namibia"	"1"
"Japan Times"	"English"	"United States of America"	"Vatican"	"3"
"Japan Times"	"English"	"United States of America"	"Georgia"	"1"
"Japan Times"	"English"	"United States of America"	"Colombia"	"1"
"Japan Times"	"English"	"United States of America"	"Spain"	"4"
"Japan Times"	"English"	"United States of America"	"South Korea"	"1"
"Japan Times"	"English"	"United States of America"	"Somalia"	"1"
"Japan Times"	"English"	"United States of America"	"Lebanon"	"1"
"Japan Times"	"English"	"United States of America"	"Liberia"	"2"
"Japan Times"	"English"	"United States of America"	"Maldives"	"4"
"Japan Times"	"English"	"United States of America"	"Guinea"	"1"
"Japan Times"	"English"	"United States of America"	"Canada"	"4"
"Japan Times"	"English"	"United States of America"	"Romania"	"1"
"Japan Times"	"English"	"United States of America"	"India"	"3"
"Japan Times"	"English"	"United States of America"	"Mexico"	"9"
"Japan Times"	"English"	"United States of America"	"Saudi Arabia"	"6"
"Japan Times"	"English"	"United States of America"	"Japan"	"6"
"Japan Times"	"English"	"United States of America"	"Brazil"	"1"
"Japan Times"	"English"	"United States of America"	"Germany"	"7"
"Japan Times"	"English"	"United States of America"	"Egypt"	"1"
"Japan Times"	"English"	"United States of America"	"South Africa"	"1"
