"Times of Malta"	"English"	"China"	"Cuba"	"1"
"Times of Malta"	"English"	"China"	"Malaysia"	"1"
"Times of Malta"	"English"	"China"	"Kenya"	"1"
"Times of Malta"	"English"	"China"	"North Korea"	"1"
"Times of Malta"	"English"	"China"	"Syria"	"1"
"Times of Malta"	"English"	"China"	"United Kingdom"	"1"
"Times of Malta"	"English"	"China"	"Vatican"	"1"
"Times of Malta"	"English"	"China"	"Philippines"	"1"
"Times of Malta"	"English"	"China"	"United States of America"	"8"
"Times of Malta"	"English"	"China"	"South Korea"	"1"
"Times of Malta"	"English"	"China"	"Libya"	"2"
"Times of Malta"	"English"	"China"	"Hong Kong"	"10"
"Times of Malta"	"English"	"China"	"Canada"	"1"
"Times of Malta"	"English"	"China"	"Japan"	"3"
