"Daily Telegraph"	"English"	"Ukraine"	"Malaysia"	"18"
"Daily Telegraph"	"English"	"Ukraine"	"Poland"	"8"
"Daily Telegraph"	"English"	"Ukraine"	"Israel"	"1"
"Daily Telegraph"	"English"	"Ukraine"	"Italy"	"1"
"Daily Telegraph"	"English"	"Ukraine"	"Switzerland"	"4"
"Daily Telegraph"	"English"	"Ukraine"	"Syria"	"4"
"Daily Telegraph"	"English"	"Ukraine"	"United Kingdom"	"33"
"Daily Telegraph"	"English"	"Ukraine"	"France"	"17"
"Daily Telegraph"	"English"	"Ukraine"	"Vatican"	"2"
"Daily Telegraph"	"English"	"Ukraine"	"Georgia"	"3"
"Daily Telegraph"	"English"	"Ukraine"	"Belarus"	"13"
"Daily Telegraph"	"English"	"Ukraine"	"United States of America"	"84"
"Daily Telegraph"	"English"	"Ukraine"	"Moldova"	"1"
"Daily Telegraph"	"English"	"Ukraine"	"Lithuania"	"1"
"Daily Telegraph"	"English"	"Ukraine"	"Turkey"	"2"
"Daily Telegraph"	"English"	"Ukraine"	"Germany"	"32"
