"Japan Times"	"English"	"France"	"Cuba"	"1"
"Japan Times"	"English"	"France"	"Sudan"	"1"
"Japan Times"	"English"	"France"	"Ireland"	"1"
"Japan Times"	"English"	"France"	"Iran"	"2"
"Japan Times"	"English"	"France"	"Iraq"	"9"
"Japan Times"	"English"	"France"	"Israel"	"4"
"Japan Times"	"English"	"France"	"Algeria"	"7"
"Japan Times"	"English"	"France"	"Italy"	"5"
"Japan Times"	"English"	"France"	"Ukraine"	"4"
"Japan Times"	"English"	"France"	"China"	"1"
"Japan Times"	"English"	"France"	"Mali"	"3"
"Japan Times"	"English"	"France"	"Indonesia"	"1"
"Japan Times"	"English"	"France"	"Rwanda"	"1"
"Japan Times"	"English"	"France"	"Gabon"	"1"
"Japan Times"	"English"	"France"	"Bulgaria"	"1"
"Japan Times"	"English"	"France"	"Syria"	"7"
"Japan Times"	"English"	"France"	"Yemen"	"7"
"Japan Times"	"English"	"France"	"United Kingdom"	"2"
"Japan Times"	"English"	"France"	"Denmark"	"2"
"Japan Times"	"English"	"France"	"Vatican"	"2"
"Japan Times"	"English"	"France"	"United States of America"	"11"
"Japan Times"	"English"	"France"	"Venezuela"	"1"
"Japan Times"	"English"	"France"	"Madagascar"	"1"
"Japan Times"	"English"	"France"	"Libya"	"1"
"Japan Times"	"English"	"France"	"Central African Republic"	"3"
"Japan Times"	"English"	"France"	"Nigeria"	"2"
"Japan Times"	"English"	"France"	"Jordan"	"1"
"Japan Times"	"English"	"France"	"Guinea"	"2"
"Japan Times"	"English"	"France"	"Saudi Arabia"	"1"
"Japan Times"	"English"	"France"	"Japan"	"4"
"Japan Times"	"English"	"France"	"Turkey"	"2"
"Japan Times"	"English"	"France"	"Germany"	"5"
"Japan Times"	"English"	"France"	"Egypt"	"1"
