"The New York Times"	"English"	"China"	"Cuba"	"1"
"The New York Times"	"English"	"China"	"Sudan"	"3"
"The New York Times"	"English"	"China"	"Malaysia"	"10"
"The New York Times"	"English"	"China"	"Taiwan"	"29"
"The New York Times"	"English"	"China"	"Argentina"	"4"
"The New York Times"	"English"	"China"	"Iran"	"2"
"The New York Times"	"English"	"China"	"Iraq"	"3"
"The New York Times"	"English"	"China"	"Thailand"	"3"
"The New York Times"	"English"	"China"	"Italy"	"2"
"The New York Times"	"English"	"China"	"Tanzania"	"2"
"The New York Times"	"English"	"China"	"Pakistan"	"6"
"The New York Times"	"English"	"China"	"Ukraine"	"3"
"The New York Times"	"English"	"China"	"North Korea"	"14"
"The New York Times"	"English"	"China"	"Indonesia"	"2"
"The New York Times"	"English"	"China"	"Vietnam"	"11"
"The New York Times"	"English"	"China"	"Australia"	"8"
"The New York Times"	"English"	"China"	"Sri Lanka"	"4"
"The New York Times"	"English"	"China"	"Syria"	"5"
"The New York Times"	"English"	"China"	"Norway"	"4"
"The New York Times"	"English"	"China"	"Myanmar"	"19"
"The New York Times"	"English"	"China"	"Turkmenistan"	"1"
"The New York Times"	"English"	"China"	"Yemen"	"3"
"The New York Times"	"English"	"China"	"Afghanistan"	"5"
"The New York Times"	"English"	"China"	"Nepal"	"5"
"The New York Times"	"English"	"China"	"United Kingdom"	"13"
"The New York Times"	"English"	"China"	"Hungary"	"2"
"The New York Times"	"English"	"China"	"France"	"8"
"The New York Times"	"English"	"China"	"Vatican"	"5"
"The New York Times"	"English"	"China"	"Cameroon"	"1"
"The New York Times"	"English"	"China"	"Macau"	"2"
"The New York Times"	"English"	"China"	"Philippines"	"14"
"The New York Times"	"English"	"China"	"United States of America"	"66"
"The New York Times"	"English"	"China"	"South Korea"	"24"
"The New York Times"	"English"	"China"	"Madagascar"	"1"
"The New York Times"	"English"	"China"	"Maldives"	"1"
"The New York Times"	"English"	"China"	"Hong Kong"	"100"
"The New York Times"	"English"	"China"	"Canada"	"8"
"The New York Times"	"English"	"China"	"India"	"31"
"The New York Times"	"English"	"China"	"Mexico"	"2"
"The New York Times"	"English"	"China"	"Kazakhstan"	"1"
"The New York Times"	"English"	"China"	"Japan"	"68"
"The New York Times"	"English"	"China"	"South Sudan"	"3"
"The New York Times"	"English"	"China"	"Brazil"	"3"
"The New York Times"	"English"	"China"	"Turkey"	"4"
"The New York Times"	"English"	"China"	"Germany"	"11"
"The New York Times"	"English"	"China"	"Egypt"	"1"
"The New York Times"	"English"	"China"	"South Africa"	"3"
