"en_USA_nytime_int"	"The New York Times"	"2017-04-14 13:23:58.0"	"Afghanistan"	"6"
"en_USA_nytime_int"	"The New York Times"	"2017-04-21 02:37:39.0"	"Afghanistan"	"3"
"en_USA_nytime_int"	"The New York Times"	"2017-04-22 11:16:56.0"	"Afghanistan"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-04-24 19:36:37.0"	"Afghanistan"	"2"
"en_USA_nytime_int"	"The New York Times"	"2017-04-29 21:43:34.0"	"Afghanistan"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-04 22:12:53.0"	"Afghanistan"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-05 18:34:05.0"	"Afghanistan"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-15 21:21:24.0"	"Afghanistan"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-21 15:27:41.0"	"Afghanistan"	"3"
"en_USA_nytime_int"	"The New York Times"	"2017-05-26 17:38:35.0"	"Afghanistan"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-27 10:58:11.0"	"Afghanistan"	"2"
"en_USA_nytime_int"	"The New York Times"	"2017-05-29 00:46:40.0"	"Afghanistan"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-06-01 22:27:04.0"	"Afghanistan"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-21 00:48:00.0"	"Angola"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-04-30 23:46:02.0"	"United Arab Emirates"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-13 23:06:32.0"	"Argentina"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-06-01 00:05:03.0"	"Argentina"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-04-11 02:12:32.0"	"Australia"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-04-14 04:12:57.0"	"Australia"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-04-20 14:13:21.0"	"Australia"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-04-21 02:07:01.0"	"Australia"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-04-22 08:52:45.0"	"Australia"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-04-24 22:29:30.0"	"Australia"	"3"
"en_USA_nytime_int"	"The New York Times"	"2017-05-01 08:26:48.0"	"Australia"	"3"
"en_USA_nytime_int"	"The New York Times"	"2017-05-02 04:21:09.0"	"Australia"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-03 23:36:18.0"	"Australia"	"2"
"en_USA_nytime_int"	"The New York Times"	"2017-05-04 10:09:43.0"	"Australia"	"5"
"en_USA_nytime_int"	"The New York Times"	"2017-05-05 14:27:37.0"	"Australia"	"3"
"en_USA_nytime_int"	"The New York Times"	"2017-05-06 09:31:56.0"	"Australia"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-15 03:00:11.0"	"Australia"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-16 08:56:17.0"	"Australia"	"2"
"en_USA_nytime_int"	"The New York Times"	"2017-05-18 01:45:57.0"	"Australia"	"2"
"en_USA_nytime_int"	"The New York Times"	"2017-05-21 18:47:07.0"	"Australia"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-22 01:44:09.0"	"Australia"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-23 06:42:44.0"	"Australia"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-27 02:38:37.0"	"Australia"	"1"
"en_USA_nytime_int"	"The New York Times"	"2017-05-30 09:54:42.0"	"Australia"	"2"
